SEQ,TABLE_NAME,TABLE_COMMENTS,COLUMN_NAME,POSITION,COLUMN_COMMENTS,DATA_TYPE,COLUMN_ID,IDX,COL_TOT,PK_COL
2234,FB_ZIPCODE_GYEONGBUK,,EUP,,,VARCHAR(40),6,6,26,
2235,FB_ZIPCODE_GYEONGBUK,,EUP_ENG,,,VARCHAR(80),7,7,26,
2236,FB_ZIPCODE_GYEONGBUK,,STREETCODE,,,VARCHAR(24),8,8,26,
2237,FB_ZIPCODE_GYEONGBUK,,STREET,,,VARCHAR(160),9,9,26,
2238,FB_ZIPCODE_GYEONGBUK,,STREET_ENG,,,VARCHAR(160),10,10,26,
2239,FB_ZIPCODE_GYEONGBUK,,ISUNDER,,,CHAR(2),11,11,26,
2240,FB_ZIPCODE_GYEONGBUK,,BUILDINGNUM1,,,NUMBER,12,12,26,
2241,FB_ZIPCODE_GYEONGBUK,,BUILDINGNUM2,,,NUMBER,13,13,26,
2242,FB_ZIPCODE_GYEONGBUK,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2243,FB_ZIPCODE_GYEONGBUK,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2244,FB_ZIPCODE_GYEONGBUK,,BUILDING,,,VARCHAR(400),16,16,26,
2245,FB_ZIPCODE_GYEONGBUK,,DONGCODE,,,VARCHAR(20),17,17,26,
2246,FB_ZIPCODE_GYEONGBUK,,DONG,,,VARCHAR(40),18,18,26,
2247,FB_ZIPCODE_GYEONGBUK,,RI,,,VARCHAR(40),19,19,26,
2248,FB_ZIPCODE_GYEONGBUK,,HANGDONG,,,VARCHAR(80),20,20,26,
2249,FB_ZIPCODE_GYEONGBUK,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2250,FB_ZIPCODE_GYEONGBUK,,JIBUN1,,,NUMBER,22,22,26,
2251,FB_ZIPCODE_GYEONGBUK,,DONGSEQ,,,VARCHAR(4),23,23,26,
2252,FB_ZIPCODE_GYEONGBUK,,JIBUN2,,,NUMBER,24,24,26,
2253,FB_ZIPCODE_GYEONGBUK,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2254,FB_ZIPCODE_GYEONGBUK,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2255,FB_ZIPCODE_GYEONGGI,,ZIPCODE,,,VARCHAR(10),1,1,26,
2256,FB_ZIPCODE_GYEONGGI,,SIDO,,,VARCHAR(40),2,2,26,
2257,FB_ZIPCODE_GYEONGGI,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2258,FB_ZIPCODE_GYEONGGI,,SIGUNGU,,,VARCHAR(40),4,4,26,
2259,FB_ZIPCODE_GYEONGGI,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2260,FB_ZIPCODE_GYEONGGI,,EUP,,,VARCHAR(40),6,6,26,
2261,FB_ZIPCODE_GYEONGGI,,EUP_ENG,,,VARCHAR(80),7,7,26,
2262,FB_ZIPCODE_GYEONGGI,,STREETCODE,,,VARCHAR(24),8,8,26,
2263,FB_ZIPCODE_GYEONGGI,,STREET,,,VARCHAR(160),9,9,26,
2264,FB_ZIPCODE_GYEONGGI,,STREET_ENG,,,VARCHAR(160),10,10,26,
2265,FB_ZIPCODE_GYEONGGI,,ISUNDER,,,CHAR(2),11,11,26,
2266,FB_ZIPCODE_GYEONGGI,,BUILDINGNUM1,,,NUMBER,12,12,26,
2267,FB_ZIPCODE_GYEONGGI,,BUILDINGNUM2,,,NUMBER,13,13,26,
2268,FB_ZIPCODE_GYEONGGI,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2269,FB_ZIPCODE_GYEONGGI,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2270,FB_ZIPCODE_GYEONGGI,,BUILDING,,,VARCHAR(400),16,16,26,
2271,FB_ZIPCODE_GYEONGGI,,DONGCODE,,,VARCHAR(20),17,17,26,
2272,FB_ZIPCODE_GYEONGGI,,DONG,,,VARCHAR(40),18,18,26,
2273,FB_ZIPCODE_GYEONGGI,,RI,,,VARCHAR(40),19,19,26,
2274,FB_ZIPCODE_GYEONGGI,,HANGDONG,,,VARCHAR(80),20,20,26,
2275,FB_ZIPCODE_GYEONGGI,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2276,FB_ZIPCODE_GYEONGGI,,JIBUN1,,,NUMBER,22,22,26,
2277,FB_ZIPCODE_GYEONGGI,,DONGSEQ,,,VARCHAR(4),23,23,26,
2278,FB_ZIPCODE_GYEONGGI,,JIBUN2,,,NUMBER,24,24,26,
2279,FB_ZIPCODE_GYEONGGI,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2280,FB_ZIPCODE_GYEONGGI,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2281,FB_ZIPCODE_GYEONGNAM,,ZIPCODE,,,VARCHAR(10),1,1,26,
2282,FB_ZIPCODE_GYEONGNAM,,SIDO,,,VARCHAR(40),2,2,26,
2283,FB_ZIPCODE_GYEONGNAM,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2284,FB_ZIPCODE_GYEONGNAM,,SIGUNGU,,,VARCHAR(40),4,4,26,
2285,FB_ZIPCODE_GYEONGNAM,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2286,FB_ZIPCODE_GYEONGNAM,,EUP,,,VARCHAR(40),6,6,26,
2287,FB_ZIPCODE_GYEONGNAM,,EUP_ENG,,,VARCHAR(80),7,7,26,
2288,FB_ZIPCODE_GYEONGNAM,,STREETCODE,,,VARCHAR(24),8,8,26,
2289,FB_ZIPCODE_GYEONGNAM,,STREET,,,VARCHAR(160),9,9,26,
2290,FB_ZIPCODE_GYEONGNAM,,STREET_ENG,,,VARCHAR(160),10,10,26,
2291,FB_ZIPCODE_GYEONGNAM,,ISUNDER,,,CHAR(2),11,11,26,
2292,FB_ZIPCODE_GYEONGNAM,,BUILDINGNUM1,,,NUMBER,12,12,26,
2293,FB_ZIPCODE_GYEONGNAM,,BUILDINGNUM2,,,NUMBER,13,13,26,
2294,FB_ZIPCODE_GYEONGNAM,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2295,FB_ZIPCODE_GYEONGNAM,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2296,FB_ZIPCODE_GYEONGNAM,,BUILDING,,,VARCHAR(400),16,16,26,
2297,FB_ZIPCODE_GYEONGNAM,,DONGCODE,,,VARCHAR(20),17,17,26,
2298,FB_ZIPCODE_GYEONGNAM,,DONG,,,VARCHAR(40),18,18,26,
2299,FB_ZIPCODE_GYEONGNAM,,RI,,,VARCHAR(40),19,19,26,
2300,FB_ZIPCODE_GYEONGNAM,,HANGDONG,,,VARCHAR(80),20,20,26,
2301,FB_ZIPCODE_GYEONGNAM,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2302,FB_ZIPCODE_GYEONGNAM,,JIBUN1,,,NUMBER,22,22,26,
2303,FB_ZIPCODE_GYEONGNAM,,DONGSEQ,,,VARCHAR(4),23,23,26,
2304,FB_ZIPCODE_GYEONGNAM,,JIBUN2,,,NUMBER,24,24,26,
2305,FB_ZIPCODE_GYEONGNAM,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2306,FB_ZIPCODE_GYEONGNAM,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2307,FB_ZIPCODE_INCHEON,,ZIPCODE,,,VARCHAR(10),1,1,26,
2308,FB_ZIPCODE_INCHEON,,SIDO,,,VARCHAR(40),2,2,26,
2309,FB_ZIPCODE_INCHEON,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2310,FB_ZIPCODE_INCHEON,,SIGUNGU,,,VARCHAR(40),4,4,26,
2311,FB_ZIPCODE_INCHEON,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2312,FB_ZIPCODE_INCHEON,,EUP,,,VARCHAR(40),6,6,26,
2313,FB_ZIPCODE_INCHEON,,EUP_ENG,,,VARCHAR(80),7,7,26,
2314,FB_ZIPCODE_INCHEON,,STREETCODE,,,VARCHAR(24),8,8,26,
2315,FB_ZIPCODE_INCHEON,,STREET,,,VARCHAR(160),9,9,26,
2316,FB_ZIPCODE_INCHEON,,STREET_ENG,,,VARCHAR(160),10,10,26,
2317,FB_ZIPCODE_INCHEON,,ISUNDER,,,CHAR(2),11,11,26,
2318,FB_ZIPCODE_INCHEON,,BUILDINGNUM1,,,NUMBER,12,12,26,
2319,FB_ZIPCODE_INCHEON,,BUILDINGNUM2,,,NUMBER,13,13,26,
2320,FB_ZIPCODE_INCHEON,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2321,FB_ZIPCODE_INCHEON,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2322,FB_ZIPCODE_INCHEON,,BUILDING,,,VARCHAR(400),16,16,26,
2323,FB_ZIPCODE_INCHEON,,DONGCODE,,,VARCHAR(20),17,17,26,
2324,FB_ZIPCODE_INCHEON,,DONG,,,VARCHAR(40),18,18,26,
2325,FB_ZIPCODE_INCHEON,,RI,,,VARCHAR(40),19,19,26,
2326,FB_ZIPCODE_INCHEON,,HANGDONG,,,VARCHAR(80),20,20,26,
2327,FB_ZIPCODE_INCHEON,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2328,FB_ZIPCODE_INCHEON,,JIBUN1,,,NUMBER,22,22,26,
2329,FB_ZIPCODE_INCHEON,,DONGSEQ,,,VARCHAR(4),23,23,26,
2330,FB_ZIPCODE_INCHEON,,JIBUN2,,,NUMBER,24,24,26,
2331,FB_ZIPCODE_INCHEON,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2332,FB_ZIPCODE_INCHEON,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2333,FB_ZIPCODE_JEJU,,ZIPCODE,,,VARCHAR(10),1,1,26,
2334,FB_ZIPCODE_JEJU,,SIDO,,,VARCHAR(40),2,2,26,
2335,FB_ZIPCODE_JEJU,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2336,FB_ZIPCODE_JEJU,,SIGUNGU,,,VARCHAR(40),4,4,26,
2337,FB_ZIPCODE_JEJU,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2338,FB_ZIPCODE_JEJU,,EUP,,,VARCHAR(40),6,6,26,
2339,FB_ZIPCODE_JEJU,,EUP_ENG,,,VARCHAR(80),7,7,26,
2340,FB_ZIPCODE_JEJU,,STREETCODE,,,VARCHAR(24),8,8,26,
2341,FB_ZIPCODE_JEJU,,STREET,,,VARCHAR(160),9,9,26,
2342,FB_ZIPCODE_JEJU,,STREET_ENG,,,VARCHAR(160),10,10,26,
2343,FB_ZIPCODE_JEJU,,ISUNDER,,,CHAR(2),11,11,26,
2344,FB_ZIPCODE_JEJU,,BUILDINGNUM1,,,NUMBER,12,12,26,
2345,FB_ZIPCODE_JEJU,,BUILDINGNUM2,,,NUMBER,13,13,26,
2346,FB_ZIPCODE_JEJU,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2347,FB_ZIPCODE_JEJU,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2348,FB_ZIPCODE_JEJU,,BUILDING,,,VARCHAR(400),16,16,26,
2349,FB_ZIPCODE_JEJU,,DONGCODE,,,VARCHAR(20),17,17,26,
2350,FB_ZIPCODE_JEJU,,DONG,,,VARCHAR(40),18,18,26,
2351,FB_ZIPCODE_JEJU,,RI,,,VARCHAR(40),19,19,26,
2352,FB_ZIPCODE_JEJU,,HANGDONG,,,VARCHAR(80),20,20,26,
2353,FB_ZIPCODE_JEJU,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2354,FB_ZIPCODE_JEJU,,JIBUN1,,,NUMBER,22,22,26,
2355,FB_ZIPCODE_JEJU,,DONGSEQ,,,VARCHAR(4),23,23,26,
2356,FB_ZIPCODE_JEJU,,JIBUN2,,,NUMBER,24,24,26,
2357,FB_ZIPCODE_JEJU,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2358,FB_ZIPCODE_JEJU,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2359,FB_ZIPCODE_JEONBUK,,ZIPCODE,,,VARCHAR(10),1,1,26,
2360,FB_ZIPCODE_JEONBUK,,SIDO,,,VARCHAR(40),2,2,26,
2361,FB_ZIPCODE_JEONBUK,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2362,FB_ZIPCODE_JEONBUK,,SIGUNGU,,,VARCHAR(40),4,4,26,
2363,FB_ZIPCODE_JEONBUK,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2364,FB_ZIPCODE_JEONBUK,,EUP,,,VARCHAR(40),6,6,26,
2365,FB_ZIPCODE_JEONBUK,,EUP_ENG,,,VARCHAR(80),7,7,26,
2366,FB_ZIPCODE_JEONBUK,,STREETCODE,,,VARCHAR(24),8,8,26,
2367,FB_ZIPCODE_JEONBUK,,STREET,,,VARCHAR(160),9,9,26,
2368,FB_ZIPCODE_JEONBUK,,STREET_ENG,,,VARCHAR(160),10,10,26,
2369,FB_ZIPCODE_JEONBUK,,ISUNDER,,,CHAR(2),11,11,26,
2370,FB_ZIPCODE_JEONBUK,,BUILDINGNUM1,,,NUMBER,12,12,26,
2371,FB_ZIPCODE_JEONBUK,,BUILDINGNUM2,,,NUMBER,13,13,26,
2372,FB_ZIPCODE_JEONBUK,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2373,FB_ZIPCODE_JEONBUK,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2374,FB_ZIPCODE_JEONBUK,,BUILDING,,,VARCHAR(400),16,16,26,
2375,FB_ZIPCODE_JEONBUK,,DONGCODE,,,VARCHAR(20),17,17,26,
2376,FB_ZIPCODE_JEONBUK,,DONG,,,VARCHAR(40),18,18,26,
2377,FB_ZIPCODE_JEONBUK,,RI,,,VARCHAR(40),19,19,26,
2378,FB_ZIPCODE_JEONBUK,,HANGDONG,,,VARCHAR(80),20,20,26,
2379,FB_ZIPCODE_JEONBUK,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2380,FB_ZIPCODE_JEONBUK,,JIBUN1,,,NUMBER,22,22,26,
2381,FB_ZIPCODE_JEONBUK,,DONGSEQ,,,VARCHAR(4),23,23,26,
2382,FB_ZIPCODE_JEONBUK,,JIBUN2,,,NUMBER,24,24,26,
2383,FB_ZIPCODE_JEONBUK,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2384,FB_ZIPCODE_JEONBUK,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2385,FB_ZIPCODE_JEONNAM,,ZIPCODE,,,VARCHAR(10),1,1,26,
2386,FB_ZIPCODE_JEONNAM,,SIDO,,,VARCHAR(40),2,2,26,
2387,FB_ZIPCODE_JEONNAM,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2388,FB_ZIPCODE_JEONNAM,,SIGUNGU,,,VARCHAR(40),4,4,26,
2389,FB_ZIPCODE_JEONNAM,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2390,FB_ZIPCODE_JEONNAM,,EUP,,,VARCHAR(40),6,6,26,
2391,FB_ZIPCODE_JEONNAM,,EUP_ENG,,,VARCHAR(80),7,7,26,
2392,FB_ZIPCODE_JEONNAM,,STREETCODE,,,VARCHAR(24),8,8,26,
2393,FB_ZIPCODE_JEONNAM,,STREET,,,VARCHAR(160),9,9,26,
2394,FB_ZIPCODE_JEONNAM,,STREET_ENG,,,VARCHAR(160),10,10,26,
2395,FB_ZIPCODE_JEONNAM,,ISUNDER,,,CHAR(2),11,11,26,
2396,FB_ZIPCODE_JEONNAM,,BUILDINGNUM1,,,NUMBER,12,12,26,
2397,FB_ZIPCODE_JEONNAM,,BUILDINGNUM2,,,NUMBER,13,13,26,
2398,FB_ZIPCODE_JEONNAM,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2399,FB_ZIPCODE_JEONNAM,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2400,FB_ZIPCODE_JEONNAM,,BUILDING,,,VARCHAR(400),16,16,26,
2401,FB_ZIPCODE_JEONNAM,,DONGCODE,,,VARCHAR(20),17,17,26,
2402,FB_ZIPCODE_JEONNAM,,DONG,,,VARCHAR(40),18,18,26,
2403,FB_ZIPCODE_JEONNAM,,RI,,,VARCHAR(40),19,19,26,
2404,FB_ZIPCODE_JEONNAM,,HANGDONG,,,VARCHAR(80),20,20,26,
2405,FB_ZIPCODE_JEONNAM,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2406,FB_ZIPCODE_JEONNAM,,JIBUN1,,,NUMBER,22,22,26,
2407,FB_ZIPCODE_JEONNAM,,DONGSEQ,,,VARCHAR(4),23,23,26,
2408,FB_ZIPCODE_JEONNAM,,JIBUN2,,,NUMBER,24,24,26,
2409,FB_ZIPCODE_JEONNAM,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2410,FB_ZIPCODE_JEONNAM,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2411,FB_ZIPCODE_SEJONG,,ZIPCODE,,,VARCHAR(10),1,1,26,
2412,FB_ZIPCODE_SEJONG,,SIDO,,,VARCHAR(40),2,2,26,
2413,FB_ZIPCODE_SEJONG,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2414,FB_ZIPCODE_SEJONG,,SIGUNGU,,,VARCHAR(40),4,4,26,
2415,FB_ZIPCODE_SEJONG,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2416,FB_ZIPCODE_SEJONG,,EUP,,,VARCHAR(40),6,6,26,
2417,FB_ZIPCODE_SEJONG,,EUP_ENG,,,VARCHAR(80),7,7,26,
2418,FB_ZIPCODE_SEJONG,,STREETCODE,,,VARCHAR(24),8,8,26,
2419,FB_ZIPCODE_SEJONG,,STREET,,,VARCHAR(160),9,9,26,
2420,FB_ZIPCODE_SEJONG,,STREET_ENG,,,VARCHAR(160),10,10,26,
2421,FB_ZIPCODE_SEJONG,,ISUNDER,,,CHAR(2),11,11,26,
2422,FB_ZIPCODE_SEJONG,,BUILDINGNUM1,,,NUMBER,12,12,26,
2423,FB_ZIPCODE_SEJONG,,BUILDINGNUM2,,,NUMBER,13,13,26,
2424,FB_ZIPCODE_SEJONG,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2425,FB_ZIPCODE_SEJONG,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2426,FB_ZIPCODE_SEJONG,,BUILDING,,,VARCHAR(400),16,16,26,
2427,FB_ZIPCODE_SEJONG,,DONGCODE,,,VARCHAR(20),17,17,26,
2428,FB_ZIPCODE_SEJONG,,DONG,,,VARCHAR(40),18,18,26,
2429,FB_ZIPCODE_SEJONG,,RI,,,VARCHAR(40),19,19,26,
2430,FB_ZIPCODE_SEJONG,,HANGDONG,,,VARCHAR(80),20,20,26,
2431,FB_ZIPCODE_SEJONG,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2432,FB_ZIPCODE_SEJONG,,JIBUN1,,,NUMBER,22,22,26,
2433,FB_ZIPCODE_SEJONG,,DONGSEQ,,,VARCHAR(4),23,23,26,
2434,FB_ZIPCODE_SEJONG,,JIBUN2,,,NUMBER,24,24,26,
2435,FB_ZIPCODE_SEJONG,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2436,FB_ZIPCODE_SEJONG,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2437,FB_ZIPCODE_SEOUL,,ZIPCODE,,,VARCHAR(10),1,1,26,
2438,FB_ZIPCODE_SEOUL,,SIDO,,,VARCHAR(40),2,2,26,
2439,FB_ZIPCODE_SEOUL,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2440,FB_ZIPCODE_SEOUL,,SIGUNGU,,,VARCHAR(40),4,4,26,
2441,FB_ZIPCODE_SEOUL,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2442,FB_ZIPCODE_SEOUL,,EUP,,,VARCHAR(40),6,6,26,
2443,FB_ZIPCODE_SEOUL,,EUP_ENG,,,VARCHAR(80),7,7,26,
2444,FB_ZIPCODE_SEOUL,,STREETCODE,,,VARCHAR(24),8,8,26,
2445,FB_ZIPCODE_SEOUL,,STREET,,,VARCHAR(160),9,9,26,
2446,FB_ZIPCODE_SEOUL,,STREET_ENG,,,VARCHAR(160),10,10,26,
2447,FB_ZIPCODE_SEOUL,,ISUNDER,,,CHAR(2),11,11,26,
2448,FB_ZIPCODE_SEOUL,,BUILDINGNUM1,,,NUMBER,12,12,26,
2449,FB_ZIPCODE_SEOUL,,BUILDINGNUM2,,,NUMBER,13,13,26,
2450,FB_ZIPCODE_SEOUL,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2451,FB_ZIPCODE_SEOUL,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2452,FB_ZIPCODE_SEOUL,,BUILDING,,,VARCHAR(400),16,16,26,
2453,FB_ZIPCODE_SEOUL,,DONGCODE,,,VARCHAR(20),17,17,26,
2454,FB_ZIPCODE_SEOUL,,DONG,,,VARCHAR(40),18,18,26,
2455,FB_ZIPCODE_SEOUL,,RI,,,VARCHAR(40),19,19,26,
2456,FB_ZIPCODE_SEOUL,,HANGDONG,,,VARCHAR(80),20,20,26,
2457,FB_ZIPCODE_SEOUL,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2458,FB_ZIPCODE_SEOUL,,JIBUN1,,,NUMBER,22,22,26,
2459,FB_ZIPCODE_SEOUL,,DONGSEQ,,,VARCHAR(4),23,23,26,
2460,FB_ZIPCODE_SEOUL,,JIBUN2,,,NUMBER,24,24,26,
2461,FB_ZIPCODE_SEOUL,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2462,FB_ZIPCODE_SEOUL,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2463,FB_ZIPCODE_ULSAN,,ZIPCODE,,,VARCHAR(10),1,1,26,
2464,FB_ZIPCODE_ULSAN,,SIDO,,,VARCHAR(40),2,2,26,
2465,FB_ZIPCODE_ULSAN,,SIDO_ENG,,,VARCHAR(80),3,3,26,
2466,FB_ZIPCODE_ULSAN,,SIGUNGU,,,VARCHAR(40),4,4,26,
2467,FB_ZIPCODE_ULSAN,,SIGUNGU_ENG,,,VARCHAR(80),5,5,26,
2468,FB_ZIPCODE_ULSAN,,EUP,,,VARCHAR(40),6,6,26,
2469,FB_ZIPCODE_ULSAN,,EUP_ENG,,,VARCHAR(80),7,7,26,
2470,FB_ZIPCODE_ULSAN,,STREETCODE,,,VARCHAR(24),8,8,26,
2471,FB_ZIPCODE_ULSAN,,STREET,,,VARCHAR(160),9,9,26,
2472,FB_ZIPCODE_ULSAN,,STREET_ENG,,,VARCHAR(160),10,10,26,
2473,FB_ZIPCODE_ULSAN,,ISUNDER,,,CHAR(2),11,11,26,
2474,FB_ZIPCODE_ULSAN,,BUILDINGNUM1,,,NUMBER,12,12,26,
2475,FB_ZIPCODE_ULSAN,,BUILDINGNUM2,,,NUMBER,13,13,26,
2476,FB_ZIPCODE_ULSAN,,BUILDINGCODE,,,VARCHAR(50),14,14,26,
2477,FB_ZIPCODE_ULSAN,,MASSDESTINATION,,,VARCHAR(400),15,15,26,
2478,FB_ZIPCODE_ULSAN,,BUILDING,,,VARCHAR(400),16,16,26,
2479,FB_ZIPCODE_ULSAN,,DONGCODE,,,VARCHAR(20),17,17,26,
2480,FB_ZIPCODE_ULSAN,,DONG,,,VARCHAR(40),18,18,26,
2481,FB_ZIPCODE_ULSAN,,RI,,,VARCHAR(40),19,19,26,
2482,FB_ZIPCODE_ULSAN,,HANGDONG,,,VARCHAR(80),20,20,26,
2483,FB_ZIPCODE_ULSAN,,ISMOUNTAIN,,,CHAR(2),21,21,26,
2484,FB_ZIPCODE_ULSAN,,JIBUN1,,,NUMBER,22,22,26,
2485,FB_ZIPCODE_ULSAN,,DONGSEQ,,,VARCHAR(4),23,23,26,
2486,FB_ZIPCODE_ULSAN,,JIBUN2,,,NUMBER,24,24,26,
2487,FB_ZIPCODE_ULSAN,,ZIPCODE2,,,VARCHAR(12),25,25,26,
2488,FB_ZIPCODE_ULSAN,,ZIPSEQ,,,VARCHAR(6),26,26,26,
2489,IF_REF_KFAEDU_SUB,,IPIN_CI,,CI값,VARCHAR(200),1,1,7,
2490,IF_REF_KFAEDU_SUB,,GUBUN,,"축구:S, 풋살:F",VARCHAR(10),2,2,7,
2491,IF_REF_KFAEDU_SUB,,CLASS,,"현재급수:1,2,3,4,5",VARCHAR(10),3,3,7,
2492,IF_REF_KFAEDU_SUB,,ACQUIREMENT_DATE,,취득일(YYYY-MM-DD),VARCHAR(20),4,4,7,
2493,IF_REF_KFAEDU_SUB,,ACTIVITY,,"활동여부:ACTIVE,INACTIVE",VARCHAR(20),5,5,7,
2494,IF_REF_KFAEDU_SUB,,LASTUPDATE,,최종수정일(JOIN 데이터),VARCHAR(20),6,6,7,
2495,IF_REF_KFAEDU_SUB,,LDATE,,수정일(배치실행일),VARCHAR(20),7,7,7,
2496,JOIN_EDU_PROGRESS,,USER_KEY,,유저키(유저정보),VARCHAR(400),1,1,6,
2497,JOIN_EDU_PROGRESS,,MEDIA_KEY,,미디어키,VARCHAR(100),2,2,6,
2498,JOIN_EDU_PROGRESS,,START_AT,,컨텐츠 재생시작시간,VARCHAR(20),3,3,6,
2499,JOIN_EDU_PROGRESS,,CHECK_AT,,진도체크시간,VARCHAR(20),4,4,6,
2500,JOIN_EDU_PROGRESS,,PLAYTIME_PERCENT,,컨텐츠 전체재생비율(%),VARCHAR(20),5,5,6,
2501,JOIN_EDU_PROGRESS,,INDATE,,등록일,VARCHAR(20),6,6,6,
2502,KFA_LICENSE,,IPIN_CI,,,VARCHAR(200),1,1,5,
2503,KFA_LICENSE,,NAME,,,VARCHAR(200),2,2,5,
2504,KFA_LICENSE,,CLASS,,,VARCHAR(200),3,3,5,
2505,KFA_LICENSE,,LICENSE,,,VARCHAR(200),4,4,5,
2506,KFA_LICENSE,,ISSUE_DATE,,,VARCHAR(200),5,5,5,
2507,KFA_USER,,USERID,,,VARCHAR(200),1,1,3,
2508,KFA_USER,,IPIN_CI,,,VARCHAR(200),2,2,3,
2509,KFA_USER,,NAME,,,VARCHAR(200),3,3,3,
2510,MULTY_LICENSE,,IPIN_CI,,,VARCHAR(200),1,1,9,
2511,MULTY_LICENSE,,USERID,,,VARCHAR(200),2,2,9,
2512,MULTY_LICENSE,,NAME,,,VARCHAR(200),3,3,9,
2513,MULTY_LICENSE,,CL,,,VARCHAR(200),4,4,9,
2514,MULTY_LICENSE,,GK,,,VARCHAR(200),5,5,9,
2515,MULTY_LICENSE,,FS,,,VARCHAR(200),6,6,9,
2516,MULTY_LICENSE,,ETC,,,VARCHAR(200),7,7,9,
2517,MULTY_LICENSE,,LICENSE,,,VARCHAR(200),8,8,9,
2518,MULTY_LICENSE,,ISSUE_DATE,,,VARCHAR(200),9,9,9,
2519,NON_MEMBER,,SEQ,1,일련번호,NUMBER,1,1,24,SEQ
2520,NON_MEMBER,,SUBJ,,과정코드,VARCHAR(20),2,2,24,
2521,NON_MEMBER,,SUBJSEQ,,과정차수,VARCHAR(4),3,3,24,
2522,NON_MEMBER,,NAME,,한글이름,VARCHAR(256),4,4,24,
2523,NON_MEMBER,,HANDPHONE_1,,핸드폰번호(통신사 번호),VARCHAR(3),5,5,24,
2524,NON_MEMBER,,HANDPHONE_2,,핸드폰번호(핸드폰 가운데번호),VARCHAR(20),6,6,24,
2525,NON_MEMBER,,HANDPHONE_3,,핸드폰번호(핸드폰 뒷번호),VARCHAR(20),7,7,24,
2526,NON_MEMBER,,EMAIL,,이메일주소,VARCHAR(708),8,8,24,
2527,NON_MEMBER,,PLAYERGUBUN,,"선수 소속구분(E:초등학교(Elementary), M:중학교(Middle), H:고등학교(High), O:기타(Other))",CHAR(1),9,9,24,
2528,NON_MEMBER,,STAFF_QUESTION,,코칭스태프 문의,CLOB,10,10,24,
