SEQ,TABLE_NAME,TABLE_COMMENTS,COLUMN_ID,COLUMN_NAME,COLUMN_COMMENTS,DATA_TYPE,IDX,COL_TOT,PK_COL,POSITION
1289,FB_SEND_HISTORY,전송상태,3,SEND_SEQ,발송Seq,"NUMBER(22,32)",3,11,SEND_SEQ,3
1290,FB_SEND_HISTORY,전송상태,4,SEND_TITLE,전송제목,VARCHAR2(225),4,11,,
1291,FB_SEND_HISTORY,전송상태,5,SEND_CONTENTS,전송내용,CLOB(4000),5,11,,
1292,FB_SEND_HISTORY,전송상태,6,SENDER_ID,발송자ID,VARCHAR2(20),6,11,,
1293,FB_SEND_HISTORY,전송상태,7,SEND_INFO,발송정보,VARCHAR2(320),7,11,,
1294,FB_SEND_HISTORY,전송상태,8,RECEIVER_ID,수신자ID,VARCHAR2(20),8,11,,
1295,FB_SEND_HISTORY,전송상태,9,RECEIVE_INFO,수신정보,VARCHAR2(320),9,11,,
1296,FB_SEND_HISTORY,전송상태,10,SEND_DATE,전송일,VARCHAR2(14),10,11,,
1297,FB_SEND_HISTORY,전송상태,11,STATE,전송상태,VARCHAR2(20),11,11,,
1298,FB_SEND_MAIN,기본발신자메일주소,1,GUBUN,구분,VARCHAR2(5),1,8,GUBUN,1
1299,FB_SEND_MAIN,기본발신자메일주소,2,FORM_ID,전송포멧ID,"NUMBER(22,10)",2,8,FORM_ID,2
1300,FB_SEND_MAIN,기본발신자메일주소,3,TITLE,제목,VARCHAR2(100),3,8,,
1301,FB_SEND_MAIN,기본발신자메일주소,4,CONTENTS,내용,CLOB(4000),4,8,,
1302,FB_SEND_MAIN,기본발신자메일주소,5,LUSERID,최종수정자ID,VARCHAR2(20),5,8,,
1303,FB_SEND_MAIN,기본발신자메일주소,6,LDATE,최종수정일,VARCHAR2(14),6,8,,
1304,FB_SEND_MAIN,기본발신자메일주소,7,GUBUNNM,폼구분명,VARCHAR2(100),7,8,,
1305,FB_SEND_MAIN,기본발신자메일주소,8,EMAIL,기본발신자메일주소,VARCHAR2(100),8,8,,
1306,FB_SEND_PARAM,파라미터 설명,1,GUBUN,구분,VARCHAR2(5),1,4,GUBUN,1
1307,FB_SEND_PARAM,파라미터 설명,2,FORM_ID,전송포멧ID,"NUMBER(22,32)",2,4,FORM_ID,2
1308,FB_SEND_PARAM,파라미터 설명,3,PARAM_NM,파라미터명,VARCHAR2(50),3,4,PARAM_NM,3
1309,FB_SEND_PARAM,파라미터 설명,4,PARAM_EXP,파라미터 설명,VARCHAR2(225),4,4,,
1310,FB_STOLD,수료정보,1,SUBJ,과정코드,VARCHAR2(20),1,14,SUBJ,1
1311,FB_STOLD,수료정보,2,SUBJSEQ,과정차수,VARCHAR2(4),2,14,SUBJSEQ,2
1312,FB_STOLD,수료정보,3,USERID,통합사번,VARCHAR2(20),3,14,USERID,3
1313,FB_STOLD,수료정보,4,SCORE,총취득점수,"NUMBER(22,11)",4,14,,
1314,FB_STOLD,수료정보,5,STOLD_YN,수료여부,CHAR(1),5,14,,
1315,FB_STOLD,수료정보,6,STOLD_CD,미수료사유코드,VARCHAR2(20),6,14,,
1316,FB_STOLD,수료정보,7,STOLD_TXT,미수료사유,CLOB(4000),7,14,,
1317,FB_STOLD,수료정보,8,STOLD_USERID,수료처리자통합사번,VARCHAR2(20),8,14,,
1318,FB_STOLD,수료정보,9,STOLD_DATE,수료일자,VARCHAR2(14),9,14,,
1319,FB_STOLD,수료정보,10,CERTNO,수료증번호,VARCHAR2(20),10,14,,
1320,FB_STOLD,수료정보,11,LUSERID,최종수정자,VARCHAR2(20),11,14,,
1321,FB_STOLD,수료정보,12,LDATE,최종수정일,VARCHAR2(14),12,14,,
1322,FB_STOLD,수료정보,13,COMP_NO, ,VARCHAR2(20),13,14,,
1323,FB_STOLD,수료정보,14,LIMIT_PROMOTION, ,CHAR(1),14,14,,
1324,FB_STUDENT,수강생정보,1,SUBJ,과정코드,VARCHAR2(20),1,29,SUBJ,1
1325,FB_STUDENT,수강생정보,2,SUBJSEQ,과정차수,VARCHAR2(4),2,29,SUBJSEQ,2
1326,FB_STUDENT,수강생정보,3,USERID,통합사번ID,VARCHAR2(20),3,29,USERID,3
1327,FB_STUDENT,수강생정보,4,CLASS,반,VARCHAR2(4),4,29,,
1328,FB_STUDENT,수강생정보,5,SCORE,총취득점,"NUMBER(22,11)",5,29,,
1329,FB_STUDENT,수강생정보,6,TEST1,실기1 (C: 실기),"NUMBER(22,11)",6,29,,
1330,FB_STUDENT,수강생정보,7,TEST2,실기2,"NUMBER(22,11)",7,29,,
1331,FB_STUDENT,수강생정보,8,TEST3,실기3,"NUMBER(22,11)",8,29,,
1332,FB_STUDENT,수강생정보,9,SPECIFIC,이론1 (C: 필기),"NUMBER(22,11)",9,29,,
1333,FB_STUDENT,수강생정보,10,GENERAL,이론2,"NUMBER(22,11)",10,29,,
1334,FB_STUDENT,수강생정보,11,DISSERTATION,논문,"NUMBER(22,11)",11,29,,
1335,FB_STUDENT,수강생정보,12,GRADES,등급,VARCHAR2(20),12,29,,
1336,FB_STUDENT,수강생정보,13,GOOD_YN,성적우수,VARCHAR2(20),13,29,,
1337,FB_STUDENT,수강생정보,14,STATE,합격여부,VARCHAR2(20),14,29,,
1338,FB_STUDENT,수강생정보,15,TUTOR_REMARK,강사평가,CLOB(4000),15,29,,
1339,FB_STUDENT,수강생정보,16,ISGOYONG,고용여부,CHAR(1),16,29,,
1340,FB_STUDENT,수강생정보,17,INUSERID,등록자ID,VARCHAR2(20),17,29,,
1341,FB_STUDENT,수강생정보,18,INDATE,등록일,VARCHAR2(14),18,29,,
1342,FB_STUDENT,수강생정보,19,LUSERID,최종수정자ID,VARCHAR2(20),19,29,,
1343,FB_STUDENT,수강생정보,20,LDATE,최종수정일,VARCHAR2(14),20,29,,
1344,FB_STUDENT,수강생정보,21,LAWS,경기규칙,"NUMBER(22,38)",21,29,,
1345,FB_STUDENT,수강생정보,22,PERFORMANCE,시범능력 (C: 경기력),"NUMBER(22,11)",22,29,,
1346,FB_STUDENT,수강생정보,23,ORGANISATION,조직구성능력,"NUMBER(22,11)",23,29,,
1347,FB_STUDENT,수강생정보,24,COMMUNICATION,지도능력 (C: 구두),"NUMBER(22,11)",24,29,,
1348,FB_STUDENT,수강생정보,25,SHOOT,슈팅,VARCHAR2(20),25,29,,
1349,FB_STUDENT,수강생정보,26,DRIBBLE,드리블,VARCHAR2(20),26,29,,
1350,FB_STUDENT,수강생정보,27,PASS,패스,VARCHAR2(20),27,29,,
1351,FB_STUDENT,수강생정보,28,JUGGLING,저글링,VARCHAR2(20),28,29,,
1352,FB_STUDENT,수강생정보,29,LIMIT_PROMOTION, ,CHAR(1),29,29,,
1353,FB_STUDENT_GRADE,수강생수료점수정보,1,SUBJ,과정코드,VARCHAR2(20),1,9,SUBJ,1
1354,FB_STUDENT_GRADE,수강생수료점수정보,2,SUBJSEQ,과정차수,VARCHAR2(4),2,9,SUBJSEQ,2
1355,FB_STUDENT_GRADE,수강생수료점수정보,3,USERID,통합사번,VARCHAR2(20),3,9,USERID,3
1356,FB_STUDENT_GRADE,수강생수료점수정보,4,GRADE,수료기준코드,"NUMBER(22,18)",4,9,GRADE,4
1357,FB_STUDENT_GRADE,수강생수료점수정보,5,SCORE,가중치비적용점수,"NUMBER(22,11)",5,9,,
1358,FB_STUDENT_GRADE,수강생수료점수정보,6,PER_SCORE,가중치적용점수,"NUMBER(22,11)",6,9,,
1359,FB_STUDENT_GRADE,수강생수료점수정보,7,MARK_YN,추가수료정보채점여부,CHAR(1),7,9,,
1360,FB_STUDENT_GRADE,수강생수료점수정보,8,LUSERID,최종수정자,VARCHAR2(20),8,9,,
1361,FB_STUDENT_GRADE,수강생수료점수정보,9,LDATE,최종수정일,VARCHAR2(14),9,9,,
1362,FB_SUBJ,과정정보,1,SUBJ,과정코드,VARCHAR2(20),1,51,SUBJ,1
1363,FB_SUBJ,과정정보,2,SUBJ_TYPE,교육형태,VARCHAR2(20),2,51,,
1364,FB_SUBJ,과정정보,3,SUBJNM,과정명,VARCHAR2(200),3,51,,
1365,FB_SUBJ,과정정보,4,SUBJ_RFILE,썸네일이미지실제파일명,VARCHAR2(200),4,51,,
1366,FB_SUBJ,과정정보,5,SUBJ_SFILE,썸네일이미지저장파일명,VARCHAR2(200),5,51,,
1367,FB_SUBJ,과정정보,6,SUBJCLASS,컨텐츠분류,VARCHAR2(20),6,51,,
1368,FB_SUBJ,과정정보,7,CONTENT_TYPE,컨텐츠타입,VARCHAR2(20),7,51,,
1369,FB_SUBJ,과정정보,8,ISRECOM,추천과정여부,CHAR(1),8,51,,
1370,FB_SUBJ,과정정보,9,ISREQUI,필수과정여부,CHAR(1),9,51,,
1371,FB_SUBJ,과정정보,10,MOBILE_YN,모바일병행과정여부,CHAR(1),10,51,,
1372,FB_SUBJ,과정정보,11,CLOSE_YN,폐강여부,CHAR(1),11,51,,
1373,FB_SUBJ,과정정보,12,EDU_DAY,교육일,"NUMBER(22,18)",12,51,,
1374,FB_SUBJ,과정정보,13,EDU_TIME,교육시간,"NUMBER(22,18)",13,51,,
1375,FB_SUBJ,과정정보,14,SUBJ_USERID,운영자담당자아이디,VARCHAR2(20),14,51,,
1376,FB_SUBJ,과정정보,15,EDU_PRICE,교육비,"NUMBER(22,18)",15,51,,
1377,FB_SUBJ,과정정보,16,AGENCYNM,교육기관명,VARCHAR2(80),16,51,,
1378,FB_SUBJ,과정정보,17,GOYONG_YN,고용보험여부,CHAR(1),17,51,,
1379,FB_SUBJ,과정정보,18,GOYONG_PRICE_MAJOR,고용보험 대기업 1인환급금,"NUMBER(22,18)",18,51,,
1380,FB_SUBJ,과정정보,19,GOYONG_PRICE_MIJOR,고용보험 중소기업 1인환급금,"NUMBER(22,18)",19,51,,
1381,FB_SUBJ,과정정보,20,CONTENT_COMP,컨텐츠 제작회사,VARCHAR2(20),20,51,,
1382,FB_SUBJ,과정정보,21,LINK_COMP,컨텐츠 소유회사,VARCHAR2(20),21,51,,
1383,FB_SUBJ,과정정보,22,LINK_EDU,링크과정 학습URL,VARCHAR2(200),22,51,,
1384,FB_SUBJ,과정정보,23,LINK_PREVIEW,링크과정 미리보기URL,VARCHAR2(200),23,51,,
1385,FB_SUBJ,과정정보,24,LINK_LESSON,링크과정 학습목차URL,VARCHAR2(200),24,51,,
1386,FB_SUBJ,과정정보,25,SUBJ_PURPOSE,학습목적,CLOB(4000),25,51,,
1387,FB_SUBJ,과정정보,26,SUBJ_CONTENT,학습내용,CLOB(4000),26,51,,
1388,FB_SUBJ,과정정보,27,SUBJ_TARGET,학습대상,CLOB(4000),27,51,,
1389,FB_SUBJ,과정정보,28,SUBJ_ETC,기타,CLOB(4000),28,51,,
1390,FB_SUBJ,과정정보,29,ADMIN_MEMO,운영자메모,CLOB(4000),29,51,,
1391,FB_SUBJ,과정정보,30,INUSERID,등록자,VARCHAR2(20),30,51,,
1392,FB_SUBJ,과정정보,31,INDATE,등록일,VARCHAR2(14),31,51,,
1393,FB_SUBJ,과정정보,32,LUSERID,최종수정자,VARCHAR2(20),32,51,,
1394,FB_SUBJ,과정정보,33,LDATE,최종수정일,VARCHAR2(14),33,51,,
1395,FB_SUBJ,과정정보,34,SCREENX,학습창가로,"NUMBER(22,5)",34,51,,
1396,FB_SUBJ,과정정보,35,SCREENY,학습창세로,"NUMBER(22,5)",35,51,,
1397,FB_SUBJ,과정정보,36,SUBJNM_EN,과정명_영문,VARCHAR2(200),36,51,,
1398,FB_SUBJ,과정정보,37,SUBJGUBUN,과정구분,VARCHAR2(30),37,51,,
1399,FB_SUBJ,과정정보,38,ISCOMMON,공통과정여부,CHAR(1),38,51,,
1400,FB_SUBJ,과정정보,39,ISSELECT,선택과정여,CHAR(1),39,51,,
1401,FB_SUBJ,과정정보,40,APPROVAL_YN,결재진행여부(N:승인필요),CHAR(1),40,51,,
1402,FB_SUBJ,과정정보,41,GENDER,성별제한,VARCHAR2(10),41,51,,
1403,FB_SUBJ,과정정보,42,ROOM_PRICE,숙박비,"NUMBER(22,18)",42,51,,
1404,FB_SUBJ,과정정보,43,FOOD_PRICE,식비,"NUMBER(22,18)",43,51,,
1405,FB_SUBJ,과정정보,44,INSURANCE_PRICE,보험비,"NUMBER(22,18)",44,51,,
1406,FB_SUBJ,과정정보,45,SUM_EDU_PRICE,총교육비,"NUMBER(22,18)",45,51,,
1407,FB_SUBJ,과정정보,46,SUBJPROGRAM,교육프로그램코드,"NUMBER(22,18)",46,51,,
1408,FB_SUBJ,과정정보,47,BOSU_GRADE,보수교육 학점,"NUMBER(22,18)",47,51,,
1409,FB_SUBJ,과정정보,48,KFA_SUBJ,KFA 과정코드,VARCHAR2(20),48,51,,
1410,FB_SUBJ,과정정보,49,OVERLAP_YN,"차수 중복 허용여부(Y:허용,N:비허용)",CHAR(1),49,51,,
1411,FB_SUBJ,과정정보,50,CERTI_YN,수료증출력(수료번호생성) 여부,CHAR(1),50,51,,
1412,FB_SUBJ,과정정보,51,CERTI_MID_NO,수료번호 중간값,VARCHAR2(10),51,51,,
1413,FB_SUBJATT,과정분류정보,1,GRCODE,주관처코드,VARCHAR2(7),1,9,GRCODE,1
1414,FB_SUBJATT,과정분류정보,2,SUBJCLASS,과정분류코드,"NUMBER(22,18)",2,9,SUBJCLASS,2
1415,FB_SUBJATT,과정분류정보,3,CLASSNAME,과정분류명,VARCHAR2(80),3,9,,
1416,FB_SUBJATT,과정분류정보,4,LUSERID,최종수정자,VARCHAR2(20),4,9,,
1417,FB_SUBJATT,과정분류정보,5,LDATE,최종수정일,VARCHAR2(14),5,9,,
1418,FB_SUBJATT,과정분류정보,6,ORDERS,정렬순서,VARCHAR2(10),6,9,,
1419,FB_SUBJATT,과정분류정보,7,USE_YN,사용여부,VARCHAR2(1),7,9,,
1420,FB_SUBJATT,과정분류정보,8,PARENT_SUBJCLASS,상위과정분류코드,VARCHAR2(12),8,9,,
1421,FB_SUBJATT,과정분류정보,9,ROOT_SUBJCLASS,최상위과정분류코드,VARCHAR2(12),9,9,,
1422,FB_SUBJATT_PROGRAM,과정분류 교육프로그램,1,GRCODE,주관처코드,VARCHAR2(12),1,6,GRCODE,1
1423,FB_SUBJATT_PROGRAM,과정분류 교육프로그램,2,SUBJCLASS,과정분류코드,VARCHAR2(7),2,6,SUBJCLASS,2
1424,FB_SUBJATT_PROGRAM,과정분류 교육프로그램,3,SEQ,일련번호,"NUMBER(22,18)",3,6,SEQ,3
1425,FB_SUBJATT_PROGRAM,과정분류 교육프로그램,4,PROGRAMNM,교육프로그램이름,VARCHAR2(100),4,6,,
1426,FB_SUBJATT_PROGRAM,과정분류 교육프로그램,5,MAXGRADE,학점 최고점,"NUMBER(22,18)",5,6,,
1427,FB_SUBJATT_PROGRAM,과정분류 교육프로그램,6,MINGRADE,학점 최저점,"NUMBER(22,18)",6,6,,
1428,FB_SUBJECT,과목정보,1,SUBJECT, ,"NUMBER(22,18)",1,6,,
1429,FB_SUBJECT,과목정보,2,SUBJECT_NM, ,VARCHAR2(200),2,6,,
1430,FB_SUBJECT,과목정보,3,ORD, ,"NUMBER(22,18)",3,6,,
1431,FB_SUBJECT,과목정보,4,LUSERID, ,VARCHAR2(20),4,6,,
1432,FB_SUBJECT,과목정보,5,LDATE, ,VARCHAR2(14),5,6,,
1433,FB_SUBJECT,과목정보,6,SUBJ, ,VARCHAR2(20),6,6,,
1434,FB_SUBJLESSON,과정차시정보,1,SUBJ,과정코드,VARCHAR2(20),1,11,SUBJ,1
1435,FB_SUBJLESSON,과정차시정보,2,MODULE,모듈코드,"NUMBER(22,18)",2,11,MODULE,2
1436,FB_SUBJLESSON,과정차시정보,3,LESSON,차시코드,"NUMBER(22,18)",3,11,LESSON,3
1437,FB_SUBJLESSON,과정차시정보,4,LESSONNM,차시명,VARCHAR2(200),4,11,,
1438,FB_SUBJLESSON,과정차시정보,5,PAGECNT,페이지수,"NUMBER(22,18)",5,11,,
1439,FB_SUBJLESSON,과정차시정보,6,EDUTIME,학습시간_분,"NUMBER(22,18)",6,11,,
1440,FB_SUBJLESSON,과정차시정보,7,STARTPATH,컨텐츠시작위치,VARCHAR2(200),7,11,,
1441,FB_SUBJLESSON,과정차시정보,8,LUSERID,최종수정자,VARCHAR2(20),8,11,,
1442,FB_SUBJLESSON,과정차시정보,9,LDATE,최종수정일,VARCHAR2(14),9,11,,
1443,FB_SUBJLESSON,과정차시정보,10,INUSERID,등록자,VARCHAR2(20),10,11,,
1444,FB_SUBJLESSON,과정차시정보,11,INDATE,등록일,VARCHAR2(14),11,11,,
1445,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,1,SUBJ,과정코드,VARCHAR2(20),1,12,SUBJ,1
1446,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,2,MODULE,모듈코드,"NUMBER(22,18)",2,12,MODULE,2
1447,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,3,LESSON,차시코드,"NUMBER(22,18)",3,12,LESSON,3
1448,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,4,CONTENTNO,컨텐츠코드,"NUMBER(22,18)",4,12,CONTENTNO,4
1449,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,5,PAGENO,온라인페이지,VARCHAR2(200),5,12,PAGENO,5
1450,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,6,STARTTIME,모바일시작시간,"NUMBER(22,18)",6,12,,
1451,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,7,ENDTIME,모바일종료시간,"NUMBER(22,18)",7,12,,
1452,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,8,INUSERID,등록자,VARCHAR2(20),8,12,,
1453,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,9,INDATE,등록일,VARCHAR2(14),9,12,,
1454,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,10,LUSERID,최종수정자,VARCHAR2(20),10,12,,
1455,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,11,LDATE,최종수정일,VARCHAR2(14),11,12,,
1456,FB_SUBJLESSON_CONTENT,모바일_온라인페이지 맵핑,12,PAGEPATH,페이지경로,VARCHAR2(200),12,12,,
1457,FB_SUBJLESSON_MOBILE,모바일컨텐츠,1,SUBJ,과정코드,VARCHAR2(20),1,14,SUBJ,1
1458,FB_SUBJLESSON_MOBILE,모바일컨텐츠,2,MODULE,모듈코드,"NUMBER(22,18)",2,14,MODULE,2
1459,FB_SUBJLESSON_MOBILE,모바일컨텐츠,3,LESSON,차시코드,"NUMBER(22,18)",3,14,LESSON,3
1460,FB_SUBJLESSON_MOBILE,모바일컨텐츠,4,CONTENTNO,컨텐츠코드,"NUMBER(22,18)",4,14,CONTENTNO,4
1461,FB_SUBJLESSON_MOBILE,모바일컨텐츠,5,CONTENTNM,컨텐츠명,VARCHAR2(200),5,14,,
1462,FB_SUBJLESSON_MOBILE,모바일컨텐츠,6,START_PAGE,시작페이지,VARCHAR2(10),6,14,,
1463,FB_SUBJLESSON_MOBILE,모바일컨텐츠,7,END_PAGE,종료페이지,VARCHAR2(10),7,14,,
1464,FB_SUBJLESSON_MOBILE,모바일컨텐츠,8,CONTENT_PATH,컨텐츠경로,VARCHAR2(200),8,14,,
1465,FB_SUBJLESSON_MOBILE,모바일컨텐츠,9,CONTENT_TIME,컨텐츠시간,"NUMBER(22,18)",9,14,,
1466,FB_SUBJLESSON_MOBILE,모바일컨텐츠,10,MEDIA_KEY,컨텐츠미디어키,VARCHAR2(50),10,14,,
1467,FB_SUBJLESSON_MOBILE,모바일컨텐츠,11,INUSERID,등록자,VARCHAR2(20),11,14,,
1468,FB_SUBJLESSON_MOBILE,모바일컨텐츠,12,INDATE,등록일,VARCHAR2(14),12,14,,
1469,FB_SUBJLESSON_MOBILE,모바일컨텐츠,13,LUSERID,최종수정자,VARCHAR2(20),13,14,,
1470,FB_SUBJLESSON_MOBILE,모바일컨텐츠,14,LDATE,최종수정일,VARCHAR2(14),14,14,,
1471,FB_SUBJMODULE,과정모듈정보,1,SUBJ,과정코드,VARCHAR2(20),1,7,SUBJ,1
1472,FB_SUBJMODULE,과정모듈정보,2,MODULE,모듈코드,"NUMBER(22,18)",2,7,MODULE,2
1473,FB_SUBJMODULE,과정모듈정보,3,MODULENM,모듈명,VARCHAR2(200),3,7,,
1474,FB_SUBJMODULE,과정모듈정보,4,LUSERID,최종수정자,VARCHAR2(20),4,7,,
1475,FB_SUBJMODULE,과정모듈정보,5,LDATE,최종수정일,VARCHAR2(14),5,7,,
1476,FB_SUBJMODULE,과정모듈정보,6,INUSERID,등록자,VARCHAR2(20),6,7,,
1477,FB_SUBJMODULE,과정모듈정보,7,INDATE,등록일,VARCHAR2(14),7,7,,
1478,FB_SUBJOBJ,과정매칭오브젝트정보,1,LESSON, ,VARCHAR2(3),1,10,,
1479,FB_SUBJOBJ,과정매칭오브젝트정보,2,ORDERING, ,"NUMBER(22,18)",2,10,,
1480,FB_SUBJOBJ,과정매칭오브젝트정보,3,SDESC, ,VARCHAR2(200),3,10,,
1481,FB_SUBJOBJ,과정매칭오브젝트정보,4,TYPES, ,VARCHAR2(4),4,10,,
1482,FB_SUBJOBJ,과정매칭오브젝트정보,5,LUSERID, ,VARCHAR2(20),5,10,,
1483,FB_SUBJOBJ,과정매칭오브젝트정보,6,LDATE, ,VARCHAR2(14),6,10,,
1484,FB_SUBJOBJ,과정매칭오브젝트정보,7,COMMENTSFROMLMS, ,VARCHAR2(1000),7,10,,
1485,FB_SUBJOBJ,과정매칭오브젝트정보,8,MODULE, ,"NUMBER(22,18)",8,10,,
1486,FB_SUBJOBJ,과정매칭오브젝트정보,9,SUBJ, ,VARCHAR2(20),9,10,,
1487,FB_SUBJOBJ,과정매칭오브젝트정보,10,OID, ,VARCHAR2(10),10,10,,
1488,FB_SUBJSEQ,과정차수정보,1,SUBJ,과정코드,VARCHAR2(20),1,68,SUBJ,1
1489,FB_SUBJSEQ,과정차수정보,2,SUBJSEQ,과정차수,VARCHAR2(4),2,68,SUBJSEQ,2
1490,FB_SUBJSEQ,과정차수정보,3,YEAR,과정년도,VARCHAR2(4),3,68,,
1491,FB_SUBJSEQ,과정차수정보,4,PROP_START,수강신청시작일시,VARCHAR2(14),4,68,,
1492,FB_SUBJSEQ,과정차수정보,5,PROP_END,수강신청종료일시,VARCHAR2(14),5,68,,
1493,FB_SUBJSEQ,과정차수정보,6,EDU_START,교육시작일시,VARCHAR2(14),6,68,,
1494,FB_SUBJSEQ,과정차수정보,7,EDU_END,교육종료일시,VARCHAR2(14),7,68,,
1495,FB_SUBJSEQ,과정차수정보,8,CANCEL_START,수강취소시작일시,VARCHAR2(14),8,68,,
1496,FB_SUBJSEQ,과정차수정보,9,CANCEL_END,수강취소종료일시,VARCHAR2(14),9,68,,
1497,FB_SUBJSEQ,과정차수정보,10,EDU_CNT,차수정원,"NUMBER(22,18)",10,68,,
1498,FB_SUBJSEQ,과정차수정보,11,USER_YN,학습자노출여부,CHAR(1),11,68,,
1499,FB_SUBJSEQ,과정차수정보,12,AGENCYNM,교육기관명,VARCHAR2(200),12,68,,
1500,FB_SUBJSEQ,과정차수정보,13,SUBJ_PLACE,교육장소,VARCHAR2(200),13,68,,
1501,FB_SUBJSEQ,과정차수정보,14,EDU_PRICE,교육비,"NUMBER(22,18)",14,68,,
1502,FB_SUBJSEQ,과정차수정보,15,GOYONG_YN,고용보험여부,CHAR(1),15,68,,
1503,FB_SUBJSEQ,과정차수정보,16,GOYONG_PRICE_MAJOR,고용보험 대기업 1인환급금,"NUMBER(22,18)",16,68,,
1504,FB_SUBJSEQ,과정차수정보,17,GOYONG_PRICE_MIJOR,고용보험 중소기업 1인환급금,"NUMBER(22,18)",17,68,,
1505,FB_SUBJSEQ,과정차수정보,18,SUBJ_PURPOSE,학습목적,CLOB(4000),18,68,,
1506,FB_SUBJSEQ,과정차수정보,19,SUBJ_CONTENT,학습내용,CLOB(4000),19,68,,
1507,FB_SUBJSEQ,과정차수정보,20,SUBJ_TARGET,학습대상,CLOB(4000),20,68,,
1508,FB_SUBJSEQ,과정차수정보,21,SUBJ_ETC,기타,CLOB(4000),21,68,,
1509,FB_SUBJSEQ,과정차수정보,22,ADMIN_MEMO,운영자메모,CLOB(4000),22,68,,
1510,FB_SUBJSEQ,과정차수정보,23,GRADE_TOTAL,수료기준총점,"NUMBER(22,18)",23,68,,
1511,FB_SUBJSEQ,과정차수정보,24,ISCLOSED,수료마감코드,CHAR(1),24,68,,
1512,FB_SUBJSEQ,과정차수정보,25,ISCLOSED_DT,수료상태변경일,VARCHAR2(14),25,68,,
1513,FB_SUBJSEQ,과정차수정보,26,SUBJ_TUTOR,"강습회 : 주강사1 
보수교육 : 강사진1",VARCHAR2(20),26,68,,
1514,FB_SUBJSEQ,과정차수정보,27,INUSERID,등록자,VARCHAR2(20),27,68,,
1515,FB_SUBJSEQ,과정차수정보,28,INDATE,등록일,VARCHAR2(14),28,68,,
1516,FB_SUBJSEQ,과정차수정보,29,LUSERID,최종수정자,VARCHAR2(20),29,68,,
1517,FB_SUBJSEQ,과정차수정보,30,LDATE,최종수정일,VARCHAR2(14),30,68,,
1518,FB_SUBJSEQ,과정차수정보,31,GRCODE,주관처코드,VARCHAR2(7),31,68,,
1519,FB_SUBJSEQ,과정차수정보,32,COMPSUBJSEQ,소유회사차수,VARCHAR2(4),32,68,,
1520,FB_SUBJSEQ,과정차수정보,33,EDU_TYPE,학습진행방법코드,VARCHAR2(20),33,68,,
1521,FB_SUBJSEQ,과정차수정보,34,EDU_REVIEW,복습개월,"NUMBER(22,18)",34,68,,
1522,FB_SUBJSEQ,과정차수정보,35,SUBJSEQNM,차수명,VARCHAR2(200),35,68,,
1523,FB_SUBJSEQ,과정차수정보,36,APPROVAL_YN,결재진행여부(N:승인필요),CHAR(1),36,68,,
1524,FB_SUBJSEQ,과정차수정보,37,ROOM_PRICE,숙박비,"NUMBER(22,18)",37,68,,
1525,FB_SUBJSEQ,과정차수정보,38,FOOD_PRICE,식비,"NUMBER(22,18)",38,68,,
1526,FB_SUBJSEQ,과정차수정보,39,INSURANCE_PRICE,보험료,"NUMBER(22,18)",39,68,,
1527,FB_SUBJSEQ,과정차수정보,40,SUM_EDU_PRICE,총교육비,"NUMBER(22,18)",40,68,,
1528,FB_SUBJSEQ,과정차수정보,41,PROP_CLOSEYN,신청마감여부,CHAR(1),41,68,,
1529,FB_SUBJSEQ,과정차수정보,42,PROP_CLOSEDT,신청마감상태변경일,VARCHAR2(14),42,68,,
1530,FB_SUBJSEQ,과정차수정보,43,BOSU_GRADE,보수교육 점수,"NUMBER(22,18)",43,68,,
1531,FB_SUBJSEQ,과정차수정보,44,SUB_TUTOR,보조강사명,VARCHAR2(100),44,68,,
1532,FB_SUBJSEQ,과정차수정보,45,SUB_TUTOR_ENG,보조강사영문명,VARCHAR2(100),45,68,,
1533,FB_SUBJSEQ,과정차수정보,46,SUB_TUTOR2,보조강사명2,VARCHAR2(100),46,68,,
1534,FB_SUBJSEQ,과정차수정보,47,SUB_TUTOR2_ENG,보조강사영문명2,VARCHAR2(100),47,68,,
1535,FB_SUBJSEQ,과정차수정보,48,MEETING,소집일시,VARCHAR2(200),48,68,,
1536,FB_SUBJSEQ,과정차수정보,49,INSURANCE_TXT,보험가입,CLOB(4000),49,68,,
1537,FB_SUBJSEQ,과정차수정보,50,SUPPLY,준비물,CLOB(4000),50,68,,
1538,FB_SUBJSEQ,과정차수정보,51,KFA_SUBJ,KFA 과정코드,VARCHAR2(20),51,68,,
1539,FB_SUBJSEQ,과정차수정보,52,KFA_SUBJSEQ,KFA 과정차수코드,VARCHAR2(10),52,68,,
