SEQ,TABLE_NAME,TABLE_COMMENTS,COLUMN_ID,COLUMN_NAME,COLUMN_COMMENTS,DATA_TYPE,IDX,COL_TOT,PK_COL,POSITION
1,FB_ADMINMENUAUTH,권한별메뉴접근정보,4,LUSERID,최종수정자,VARCHAR2(20),4,4,,
2,FB_ADMINMENUAUTH,권한별메뉴접근정보,3,LDATE,최종수정일,VARCHAR2(14),3,4,,
3,FB_ADMINMENUAUTH,권한별메뉴접근정보,1,MENU,메뉴코드,VARCHAR2(9),1,4,MENU,1
4,FB_ADMINMENUAUTH,권한별메뉴접근정보,2,GADMIN,권한코드,VARCHAR2(4),2,4,GADMIN,2
5,FB_BATCHJOB,BATCH_JOB정보,1,JOB_SEQ,JOB코드,"NUMBER(22,18)",1,12,JOB_SEQ,1
6,FB_BATCHJOB,BATCH_JOB정보,2,JOBCLASS,JOB구분,VARCHAR2(20),2,12,,
7,FB_BATCHJOB,BATCH_JOB정보,3,JOB,JOB이름,VARCHAR2(30),3,12,,
8,FB_BATCHJOB,BATCH_JOB정보,4,URL,실행URL,VARCHAR2(200),4,12,,
9,FB_BATCHJOB,BATCH_JOB정보,5,ISUSE,사용여부,CHAR(1),5,12,,
10,FB_BATCHJOB,BATCH_JOB정보,6,FREQUENCY,반복빈도코드,VARCHAR2(20),6,12,,
11,FB_BATCHJOB,BATCH_JOB정보,7,REPEAT_DAY,반복일,"NUMBER(22,18)",7,12,,
12,FB_BATCHJOB,BATCH_JOB정보,8,REPEAT_WEEK,반복요일,VARCHAR2(10),8,12,,
13,FB_BATCHJOB,BATCH_JOB정보,9,REPEAT_TIME,반복시간,"NUMBER(22,18)",9,12,,
14,FB_BATCHJOB,BATCH_JOB정보,10,REPEAT_NUM,반복회수,"NUMBER(22,18)",10,12,,
15,FB_BATCHJOB,BATCH_JOB정보,11,LUSERID,최종수정자,VARCHAR2(20),11,12,,
16,FB_BATCHJOB,BATCH_JOB정보,12,LDATE,최종수정일,VARCHAR2(14),12,12,,
17,FB_BATCHJOB_LOG,BATCH_JOB로그,1,LOGS,로그번호,"NUMBER(22,18)",1,7,LOGS,1
18,FB_BATCHJOB_LOG,BATCH_JOB로그,2,JOB_SEQ,JOB코드,"NUMBER(22,18)",2,7,,
19,FB_BATCHJOB_LOG,BATCH_JOB로그,3,START_DATE,실행시작일시,VARCHAR2(14),3,7,,
20,FB_BATCHJOB_LOG,BATCH_JOB로그,4,END_DATE,실행끝일시,VARCHAR2(14),4,7,,
21,FB_BATCHJOB_LOG,BATCH_JOB로그,5,RESULT,결과,VARCHAR2(20),5,7,,
22,FB_BATCHJOB_LOG,BATCH_JOB로그,6,LUSERID,최종수정자,VARCHAR2(20),6,7,,
23,FB_BATCHJOB_LOG,BATCH_JOB로그,7,LDATE,최종수정일,VARCHAR2(14),7,7,,
24,FB_BATCH_TASK_LOG,배치수행정보,1,SEQ,시퀀스,"NUMBER(22,18)",1,8,SEQ,1
25,FB_BATCH_TASK_LOG,배치수행정보,2,TASK_DATE,수행일자,VARCHAR2(14),2,8,,
26,FB_BATCH_TASK_LOG,배치수행정보,3,TASK_TIME,수행시간,VARCHAR2(6),3,8,,
27,FB_BATCH_TASK_LOG,배치수행정보,4,BATCH_NM,배치명,VARCHAR2(256),4,8,,
28,FB_BATCH_TASK_LOG,배치수행정보,5,SERVER_IP,수행서버아이피,VARCHAR2(20),5,8,,
29,FB_BATCH_TASK_LOG,배치수행정보,6,TASK_START,수행시작시간,VARCHAR2(14),6,8,,
30,FB_BATCH_TASK_LOG,배치수행정보,7,TASK_END,수행종료시간,VARCHAR2(14),7,8,,
31,FB_BATCH_TASK_LOG,배치수행정보,8,TASK_TYPE,구분,VARCHAR2(20),8,8,,
32,FB_BETAPROGRESS,관리자진도체크,1,SUBJSEQ,과정차수코드,VARCHAR2(4),1,13,SUBJSEQ,1
33,FB_BETAPROGRESS,관리자진도체크,2,SUBJ,과정코드,VARCHAR2(20),2,13,SUBJ,2
34,FB_BETAPROGRESS,관리자진도체크,3,USERID,사용자아이디,VARCHAR2(20),3,13,USERID,3
35,FB_BETAPROGRESS,관리자진도체크,4,LESSON,차시코드,VARCHAR2(3),4,13,LESSON,4
36,FB_BETAPROGRESS,관리자진도체크,5,MODULE,모듈코드,"NUMBER(22,18)",5,13,MODULE,5
37,FB_BETAPROGRESS,관리자진도체크,6,FIRST_DT,학습시작시간,VARCHAR2(14),6,13,,
38,FB_BETAPROGRESS,관리자진도체크,7,LAST_DT,학습종료시간,VARCHAR2(14),7,13,,
39,FB_BETAPROGRESS,관리자진도체크,8,FINAL_CNT,학습회수,"NUMBER(22,18)",8,13,,
40,FB_BETAPROGRESS,관리자진도체크,9,LAST_PATH,마지막학습경로,VARCHAR2(200),9,13,,
41,FB_BETAPROGRESS,관리자진도체크,10,LAST_PAGENO,마지막학습페이지번호,"NUMBER(22,18)",10,13,,
42,FB_BETAPROGRESS,관리자진도체크,11,LUSERID,최종수정자,VARCHAR2(20),11,13,,
43,FB_BETAPROGRESS,관리자진도체크,12,LDATE,최종수정일,VARCHAR2(14),12,13,,
44,FB_BETAPROGRESS,관리자진도체크,13,STUDY_TIME,총학습시간,"NUMBER(22,18)",13,13,,
45,FB_BETAPROGRESS_LOG,관리자학습로그,1,SUBJSEQ,과정차수,VARCHAR2(4),1,8,SUBJSEQ,1
46,FB_BETAPROGRESS_LOG,관리자학습로그,2,SUBJ,과정코드,VARCHAR2(20),2,8,SUBJ,2
47,FB_BETAPROGRESS_LOG,관리자학습로그,3,USERID,사용자아이디,VARCHAR2(20),3,8,USERID,3
48,FB_BETAPROGRESS_LOG,관리자학습로그,4,LESSON,차시코드,VARCHAR2(3),4,8,LESSON,4
49,FB_BETAPROGRESS_LOG,관리자학습로그,5,MODULE,모듈코드,"NUMBER(22,18)",5,8,MODULE,5
50,FB_BETAPROGRESS_LOG,관리자학습로그,6,SEQ,일련번호,"NUMBER(22,18)",6,8,SEQ,6
51,FB_BETAPROGRESS_LOG,관리자학습로그,7,LDATE,학습시작시간,VARCHAR2(14),7,8,,
52,FB_BETAPROGRESS_LOG,관리자학습로그,8,CHKDATE,학습진도체크시간,VARCHAR2(14),8,8,,
53,FB_CANCEL,수강생취소정보,1,CANCEL_SEQ,취소번호,"NUMBER(22,18)",1,16,CANCEL_SEQ,1
54,FB_CANCEL,수강생취소정보,2,SUBJ,과정코드,VARCHAR2(20),2,16,,
55,FB_CANCEL,수강생취소정보,3,SUBJSEQ,과정차수,VARCHAR2(4),3,16,,
56,FB_CANCEL,수강생취소정보,4,USERID,통합사번,VARCHAR2(20),4,16,,
57,FB_CANCEL,수강생취소정보,5,STATE,학습자상태코드,VARCHAR2(20),5,16,,
58,FB_CANCEL,수강생취소정보,6,INDATE,신청일자,VARCHAR2(14),6,16,,
59,FB_CANCEL,수강생취소정보,7,STATE_DATE,처리일자,VARCHAR2(14),7,16,,
60,FB_CANCEL,수강생취소정보,8,STATE_USERID,처리자통합사번,VARCHAR2(20),8,16,,
61,FB_CANCEL,수강생취소정보,9,CANCEL_TXT,취소사유,VARCHAR2(200),9,16,,
62,FB_CANCEL,수강생취소정보,10,CHANGE_TXT,차수변경사유,CLOB(4000),10,16,,
63,FB_CANCEL,수강생취소정보,11,OLD_SUBJSEQ,변경전과정차수,VARCHAR2(4),11,16,,
64,FB_CANCEL,수강생취소정보,12,CLASS,클래스코드,VARCHAR2(4),12,16,,
65,FB_CANCEL,수강생취소정보,13,SCORE,총취득점수,"NUMBER(22,11)",13,16,,
66,FB_CANCEL,수강생취소정보,14,LUSERID,최종수정자,VARCHAR2(20),14,16,,
67,FB_CANCEL,수강생취소정보,15,LDATE,최종수정일,VARCHAR2(14),15,16,,
68,FB_CANCEL,수강생취소정보,16,ORDR_IDXX,주문번호,VARCHAR2(40),16,16,,
69,FB_COACH_DISCIPLINARY,지도자징계현황IF,1,USERID,통합사번,VARCHAR2(20),1,13,USERID,1
70,FB_COACH_DISCIPLINARY,지도자징계현황IF,2,SEQ,번호,"NUMBER(22,18)",2,13,SEQ,2
71,FB_COACH_DISCIPLINARY,지도자징계현황IF,3,EFFECT_START,효과시작일,VARCHAR2(50),3,13,,
72,FB_COACH_DISCIPLINARY,지도자징계현황IF,4,IPIN_CI,아이핀CI,VARCHAR2(200),4,13,,
73,FB_COACH_DISCIPLINARY,지도자징계현황IF,5,HNAME, ,VARCHAR2(50),5,13,,
74,FB_COACH_DISCIPLINARY,지도자징계현황IF,6,CODE_NAME,코드명,VARCHAR2(100),6,13,,
75,FB_COACH_DISCIPLINARY,지도자징계현황IF,7,REASON, ,CLOB(4000),7,13,,
76,FB_COACH_DISCIPLINARY,지도자징계현황IF,8,FST_REG_DT, ,VARCHAR2(50),8,13,,
77,FB_COACH_DISCIPLINARY,지도자징계현황IF,9,EFFECT_END,효과종료일,VARCHAR2(50),9,13,,
78,FB_COACH_DISCIPLINARY,지도자징계현황IF,10,INUSERID,등록자,VARCHAR2(20),10,13,,
79,FB_COACH_DISCIPLINARY,지도자징계현황IF,11,INDATE,등록일,VARCHAR2(14),11,13,,
80,FB_COACH_DISCIPLINARY,지도자징계현황IF,12,LUSERID,수정자,VARCHAR2(20),12,13,,
81,FB_COACH_DISCIPLINARY,지도자징계현황IF,13,LDATE,수정일,VARCHAR2(14),13,13,,
82,FB_COACH_HISTORY,지도자경력IF,1,USERID,사용자아이디,VARCHAR2(20),1,21,USERID,1
83,FB_COACH_HISTORY,지도자경력IF,2,SEQ,번호,"NUMBER(22,18)",2,21,SEQ,2
84,FB_COACH_HISTORY,지도자경력IF,3,TEAM,소속팀,VARCHAR2(100),3,21,,
85,FB_COACH_HISTORY,지도자경력IF,4,JIK,직급,VARCHAR2(100),4,21,,
86,FB_COACH_HISTORY,지도자경력IF,5,STATE,상태,VARCHAR2(100),5,21,,
87,FB_COACH_HISTORY,지도자경력IF,6,ACTIVITY, ,VARCHAR2(10),6,21,,
88,FB_COACH_HISTORY,지도자경력IF,7,SDATE,처리일,VARCHAR2(20),7,21,,
89,FB_COACH_HISTORY,지도자경력IF,8,INUSERID,등록자,VARCHAR2(20),8,21,,
90,FB_COACH_HISTORY,지도자경력IF,9,INDATE,등록일,VARCHAR2(14),9,21,,
91,FB_COACH_HISTORY,지도자경력IF,10,LUSERID,수정자,VARCHAR2(20),10,21,,
92,FB_COACH_HISTORY,지도자경력IF,11,LDATE,수정일,VARCHAR2(14),11,21,,
93,FB_COACH_HISTORY,지도자경력IF,12,DEL_YN, ,CHAR(1),12,21,,
94,FB_COACH_HISTORY,지도자경력IF,13,AFTER_TEAMID, ,VARCHAR2(1000),13,21,,
95,FB_COACH_HISTORY,지도자경력IF,14,AFTER_TEAMNAME, ,VARCHAR2(1000),14,21,,
96,FB_COACH_HISTORY,지도자경력IF,15,AFTER_POSITION, ,VARCHAR2(1000),15,21,,
97,FB_COACH_HISTORY,지도자경력IF,16,GRADE, ,VARCHAR2(1000),16,21,,
98,FB_COACH_HISTORY,지도자경력IF,17,BEFORE_TEAMID, ,VARCHAR2(1000),17,21,,
99,FB_COACH_HISTORY,지도자경력IF,18,BEFORE_TEAMNAME, ,VARCHAR2(1000),18,21,,
100,FB_COACH_HISTORY,지도자경력IF,19,BEFORE_POSITION, ,VARCHAR2(1000),19,21,,
101,FB_COACH_HISTORY,지도자경력IF,20,REGDATE, ,VARCHAR2(1000),20,21,,
102,FB_COACH_HISTORY,지도자경력IF,21,STATUS, ,VARCHAR2(100),21,21,,
103,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,1,USERID,사용자아이디,VARCHAR2(20),1,13,USERID,1
104,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,2,SEQ,번호,"NUMBER(22,18)",2,13,SEQ,2
105,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,3,ACTIVITY, ,VARCHAR2(10),3,13,,
106,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,4,STATUS,상태코드,VARCHAR2(50),4,13,,
107,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,5,AFTER_TEAMNAME,이적팀명,VARCHAR2(100),5,13,,
108,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,6,AFTER_POSITION,이적포지션,VARCHAR2(100),6,13,,
109,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,7,BEFORE_TEAMNAME,이전팀명,VARCHAR2(100),7,13,,
110,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,8,BEFORE_POSITION,이전포지션,VARCHAR2(100),8,13,,
111,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,9,REGDATE,이적일,VARCHAR2(50),9,13,,
112,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,10,INUSERID,등록자,VARCHAR2(20),10,13,,
113,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,11,INDATE,등록일,VARCHAR2(14),11,13,,
114,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,12,LUSERID,수정자,VARCHAR2(20),12,13,,
115,FB_COACH_TRADE_HISTORY,지도자팀이적기록IF,13,LDATE,수정일,VARCHAR2(14),13,13,,
116,FB_CODE,공통코드정보,1,CODE,코드,VARCHAR2(20),1,7,CODE,1
117,FB_CODE,공통코드정보,2,CODENM,코드명,VARCHAR2(100),2,7,,
118,FB_CODE,공통코드정보,3,LUSERID,수정자,VARCHAR2(20),3,7,,
119,FB_CODE,공통코드정보,4,LDATE,수정일,VARCHAR2(14),4,7,,
120,FB_CODE,공통코드정보,5,ORDERS,정렬순서,"NUMBER(22,18)",5,7,,
121,FB_CODE,공통코드정보,6,GUBUN,구분코드,VARCHAR2(4),6,7,GUBUN,6
122,FB_CODE,공통코드정보,7,PUSH_DEVICE, ,VARCHAR2(20),7,7,,
123,FB_CODEGUBUN,공통코드구분정보,1,GUBUN,구분코드,VARCHAR2(4),1,5,GUBUN,1
124,FB_CODEGUBUN,공통코드구분정보,2,GUBUNNM,구분코드명,VARCHAR2(100),2,5,,
125,FB_CODEGUBUN,공통코드구분정보,3,ISSYSTEM,하위코드수동등록여부,CHAR(1),3,5,,
126,FB_CODEGUBUN,공통코드구분정보,4,LUSERID,수정자,VARCHAR2(20),4,5,,
127,FB_CODEGUBUN,공통코드구분정보,5,LDATE,수정일,VARCHAR2(14),5,5,,
128,FB_COMMON_EXCEPT,제외자정보,1,SEQ,일련번호,"NUMBER(22,18)",1,7,SEQ,1
129,FB_COMMON_EXCEPT,제외자정보,2,GUBUN,제외구분,VARCHAR2(100),2,7,,
130,FB_COMMON_EXCEPT,제외자정보,3,SUBJGUBUN,과정구분코드(자격증),VARCHAR2(30),3,7,,
131,FB_COMMON_EXCEPT,제외자정보,4,USERID,통합사번,VARCHAR2(20),4,7,,
132,FB_COMMON_EXCEPT,제외자정보,5,LUSERID,수정자,VARCHAR2(20),5,7,,
133,FB_COMMON_EXCEPT,제외자정보,6,LDATE,수정일,VARCHAR2(14),6,7,,
134,FB_COMMON_EXCEPT,제외자정보,7,COMMENTS,비고,VARCHAR2(100),7,7,,
135,FB_COMP,회사정보,1,COMP,회사코드,VARCHAR2(20),1,24,COMP,1
136,FB_COMP,회사정보,2,COMPNM,회사명,VARCHAR2(200),2,24,,
137,FB_COMP,회사정보,3,COMPRESNO,사업자등록번호,VARCHAR2(13),3,24,,
138,FB_COMP,회사정보,4,OWNER,대표자성명,VARCHAR2(20),4,24,,
139,FB_COMP,회사정보,5,POST,우편번호,VARCHAR2(7),5,24,,
140,FB_COMP,회사정보,6,ADDR1,사업장주소,VARCHAR2(200),6,24,,
141,FB_COMP,회사정보,7,ADDR2,사업장상세주소,VARCHAR2(200),7,24,,
142,FB_COMP,회사정보,8,PHONE,전화번호,VARCHAR2(16),8,24,,
143,FB_COMP,회사정보,9,FAX,팩스번호,VARCHAR2(16),9,24,,
144,FB_COMP,회사정보,10,HOMEPAGE,홈페이지,VARCHAR2(100),10,24,,
145,FB_COMP,회사정보,11,COMP_TYPE,기업규모코드,VARCHAR2(20),11,24,,
146,FB_COMP,회사정보,12,DEPT_TYPE,업종코드,VARCHAR2(200),12,24,,
147,FB_COMP,회사정보,13,MEMO,회사설명,CLOB(4000),13,24,,
148,FB_COMP,회사정보,14,INUSERID,등록자,VARCHAR2(20),14,24,,
149,FB_COMP,회사정보,15,INDATE,등록일,VARCHAR2(14),15,24,,
150,FB_COMP,회사정보,16,LUSERID,수정자,VARCHAR2(20),16,24,,
151,FB_COMP,회사정보,17,LDATE,수정일,VARCHAR2(14),17,24,,
152,FB_COMP,회사정보,18,GUBUN,회사구분,VARCHAR2(20),18,24,,
153,FB_COMP,회사정보,19,GRADE_TYPE, ,VARCHAR2(10),19,24,,
154,FB_COMP,회사정보,20,ONLINE_EWORK_YN, ,CHAR(1),20,24,,
155,FB_COMP,회사정보,21,OFFLINE_EWORK_YN, ,CHAR(1),21,24,,
156,FB_COMP,회사정보,22,OUTSUBJ_EWORK_YN, ,CHAR(1),22,24,,
157,FB_COMP,회사정보,23,ORD,정렬순서,"NUMBER(22,10)",23,24,,
158,FB_COMP,회사정보,24,ONLINE_SELFWORK_YN, ,CHAR(1),24,24,,
159,FB_COMPCLASS,외부업체정보,1,COMP,회사코드,VARCHAR2(20),1,7,COMP,1
160,FB_COMPCLASS,외부업체정보,2,INUSERID,등록자,VARCHAR2(20),2,7,,
161,FB_COMPCLASS,외부업체정보,3,INDATE,등록일,VARCHAR2(14),3,7,,
162,FB_COMPCLASS,외부업체정보,4,LUSERID,수정자,VARCHAR2(20),4,7,,
163,FB_COMPCLASS,외부업체정보,5,LDATE,수정일,VARCHAR2(14),5,7,,
164,FB_COMPCLASS,외부업체정보,6,USERID,사용자아이디,VARCHAR2(20),6,7,,
165,FB_COMPCLASS,외부업체정보,7,CPRATE, ,"NUMBER(22,18)",7,7,,
166,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,1,UPLOAD_KEY,업로드키,VARCHAR2(20),1,8,UPLOAD_KEY,1
167,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,2,FILE_NM,파일명,VARCHAR2(200),2,8,,
168,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,3,MEDIA_KEY,미디어키,VARCHAR2(10),3,8,,
169,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,4,CALLBACK_YN,콜백여부,VARCHAR2(1),4,8,,
170,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,5,INUSERID,등록자자,VARCHAR2(20),5,8,,
171,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,6,INDATE,등록일,VARCHAR2(14),6,8,,
172,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,7,LUSERID,최종수정자,VARCHAR2(20),7,8,,
173,FB_CONTENTS_MEDIAKEY,컨텐츠 미디어키,8,LDATE,최종수정일,VARCHAR2(14),8,8,,
174,FB_COURSE,코스레프트,1,SUBJ,과정코드,VARCHAR2(50),1,7,SUBJ,1
175,FB_COURSE,코스레프트,2,SUBJSEQ,차수코드,VARCHAR2(200),2,7,SUBJSEQ,2
176,FB_COURSE,코스레프트,3,CODE,코스코드,VARCHAR2(500),3,7,,
177,FB_COURSE,코스레프트,4,INUSERID,등록자,VARCHAR2(20),4,7,,
178,FB_COURSE,코스레프트,5,INDATE,등록일,VARCHAR2(16),5,7,,
179,FB_COURSE,코스레프트,6,LUSERID,수정자,VARCHAR2(20),6,7,,
180,FB_COURSE,코스레프트,7,LDATE,수정일,VARCHAR2(16),7,7,,
181,FB_COURSE_CODE,코스레프트코드,1,CODE,코스코드,VARCHAR2(20),1,8,CODE,1
182,FB_COURSE_CODE,코스레프트코드,2,CODENM_KOR,코스명한글,VARCHAR2(50),2,8,,
183,FB_COURSE_CODE,코스레프트코드,3,CODENM_ENG,코스명영문,VARCHAR2(200),3,8,,
184,FB_COURSE_CODE,코스레프트코드,4,UPPER,상위코드,VARCHAR2(20),4,8,,
185,FB_COURSE_CODE,코스레프트코드,5,INUSERID,등록자,VARCHAR2(20),5,8,,
186,FB_COURSE_CODE,코스레프트코드,6,INDATE,등록일,VARCHAR2(16),6,8,,
187,FB_COURSE_CODE,코스레프트코드,7,LUSERID,수정자,VARCHAR2(20),7,8,,
188,FB_COURSE_CODE,코스레프트코드,8,LDATE,수정일,VARCHAR2(16),8,8,,
189,FB_CULTURE_MEDIAKEY_TEMP, ,1,MEDIA_CONTENT_KEY, ,VARCHAR2(20),1,2,,
190,FB_CULTURE_MEDIAKEY_TEMP, ,2,NEW_MEDIA_CONTENT_KEY, ,VARCHAR2(20),2,2,,
191,FB_CULTURE_PLAY,교양강좌학습정보,1,SUBJ,과정코드,VARCHAR2(20),1,5,SUBJ,1
192,FB_CULTURE_PLAY,교양강좌학습정보,2,SEQ,번호,"NUMBER(22,18)",2,5,SEQ,2
193,FB_CULTURE_PLAY,교양강좌학습정보,3,USERID,사용자아이디,VARCHAR2(20),3,5,USERID,3
194,FB_CULTURE_PLAY,교양강좌학습정보,4,INUSERID,등록자,VARCHAR2(20),4,5,,
195,FB_CULTURE_PLAY,교양강좌학습정보,5,INDATE,등록일,VARCHAR2(14),5,5,,
196,FB_EXAM,평가문제정보,1,SUBJ,과정코드,VARCHAR2(20),1,11,SUBJ,1
197,FB_EXAM,평가문제정보,2,EXAM_SEQ,문제번호,"NUMBER(22,18)",2,11,EXAM_SEQ,2
198,FB_EXAM,평가문제정보,3,LEVELS,난이도,VARCHAR2(20),3,11,,
199,FB_EXAM,평가문제정보,4,EXAM_TYPE,문제분류,VARCHAR2(20),4,11,,
200,FB_EXAM,평가문제정보,5,USE_YN,사용여부,CHAR(1),5,11,,
201,FB_EXAM,평가문제정보,6,EXAM_TEXT,문제,VARCHAR2(1000),6,11,,
202,FB_EXAM,평가문제정보,7,EXP_TEXT,문제해설,VARCHAR2(1000),7,11,,
203,FB_EXAM,평가문제정보,8,INUSERID,등록자,VARCHAR2(20),8,11,,
204,FB_EXAM,평가문제정보,9,INDATE,등록일,VARCHAR2(14),9,11,,
205,FB_EXAM,평가문제정보,10,LUSERID,수정자,VARCHAR2(20),10,11,,
206,FB_EXAM,평가문제정보,11,LDATE,수정일,VARCHAR2(14),11,11,,
207,FB_EXAMPAPER,평가지정보,1,SUBJ,과정코드,VARCHAR2(20),1,25,SUBJ,1
208,FB_EXAMPAPER,평가지정보,2,PAPER_SEQ,문제지번호,"NUMBER(22,18)",2,25,PAPER_SEQ,2
209,FB_EXAMPAPER,평가지정보,3,PAPER_TYPE,문제지구분,VARCHAR2(20),3,25,,
210,FB_EXAMPAPER,평가지정보,4,PAPER_TITLE,문제지명,VARCHAR2(200),4,25,,
211,FB_EXAMPAPER,평가지정보,5,ISOPEN_ANSWER,점수결과공개여부,CHAR(1),5,25,,
212,FB_EXAMPAPER,평가지정보,6,ISOPEN_EXP,문제해설공개여부,CHAR(1),6,25,,
213,FB_EXAMPAPER,평가지정보,7,TYPE2_LEV1_CNT,객관식난이도상문제수,"NUMBER(22,18)",7,25,,
214,FB_EXAMPAPER,평가지정보,8,TYPE2_LEV2_CNT,객관식난이도중문제수,"NUMBER(22,18)",8,25,,
215,FB_EXAMPAPER,평가지정보,9,TYPE2_LEV3_CNT,객관식난이도하문제수,"NUMBER(22,18)",9,25,,
216,FB_EXAMPAPER,평가지정보,10,TYPE1_LEV1_CNT,단답형난이도상문제수,"NUMBER(22,18)",10,25,,
217,FB_EXAMPAPER,평가지정보,11,TYPE1_LEV2_CNT,단답형난이도중문제수,"NUMBER(22,18)",11,25,,
218,FB_EXAMPAPER,평가지정보,12,TYPE1_LEV3_CNT,단답형난이도하문제수,"NUMBER(22,18)",12,25,,
219,FB_EXAMPAPER,평가지정보,13,TYPE4_LEV1_CNT,서술형난이도상문제수,"NUMBER(22,18)",13,25,,
220,FB_EXAMPAPER,평가지정보,14,TYPE4_LEV2_CNT,서술형난이도중문제수,"NUMBER(22,18)",14,25,,
221,FB_EXAMPAPER,평가지정보,15,TYPE4_LEV3_CNT,서술형난이도하문제수,"NUMBER(22,18)",15,25,,
222,FB_EXAMPAPER,평가지정보,16,TYPE3_LEV1_CNT,OX난이도상문제수,"NUMBER(22,18)",16,25,,
223,FB_EXAMPAPER,평가지정보,17,TYPE3_LEV2_CNT,OX난이도중문제수,"NUMBER(22,18)",17,25,,
224,FB_EXAMPAPER,평가지정보,18,TYPE3_LEV3_CNT,OX난이도하문제수,"NUMBER(22,18)",18,25,,
225,FB_EXAMPAPER,평가지정보,19,LEV1_SCORE,난이도상배점,"NUMBER(22,18)",19,25,,
226,FB_EXAMPAPER,평가지정보,20,LEV2_SCORE,난이도중배점,"NUMBER(22,18)",20,25,,
227,FB_EXAMPAPER,평가지정보,21,LEV3_SCORE,난이도하배점,"NUMBER(22,18)",21,25,,
228,FB_EXAMPAPER,평가지정보,22,INUSERID,등록자,VARCHAR2(20),22,25,,
229,FB_EXAMPAPER,평가지정보,23,INDATE,등록일,VARCHAR2(14),23,25,,
230,FB_EXAMPAPER,평가지정보,24,LUSERID,수정자,VARCHAR2(20),24,25,,
231,FB_EXAMPAPER,평가지정보,25,LDATE,수정일,VARCHAR2(14),25,25,,
232,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,1,SUBJ,과정코드,VARCHAR2(20),1,7,SUBJ,1
233,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,2,PAPER_SEQ,문제지번호,"NUMBER(22,18)",2,7,PAPER_SEQ,2
234,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,3,EXAM_SEQ,문제번호,"NUMBER(22,18)",3,7,EXAM_SEQ,3
235,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,4,INUSERID,등록자,VARCHAR2(20),4,7,,
236,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,5,INDATE,등록일,VARCHAR2(14),5,7,,
237,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,6,LUSERID,수정자,VARCHAR2(20),6,7,,
238,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,7,LDATE,수정일,VARCHAR2(14),7,7,,
239,FB_EXAMRESULT,평가지결과정보,1,SUBJ,과정코드,VARCHAR2(20),1,18,SUBJ,1
240,FB_EXAMRESULT,평가지결과정보,2,SUBJSEQ,과정차수번호,VARCHAR2(4),2,18,SUBJSEQ,2
241,FB_EXAMRESULT,평가지결과정보,3,PAPER_SEQ,문제지번호,"NUMBER(22,18)",3,18,PAPER_SEQ,3
242,FB_EXAMRESULT,평가지결과정보,4,USERID,통합사번,VARCHAR2(20),4,18,USERID,4
243,FB_EXAMRESULT,평가지결과정보,5,TOTGETSCORE,총획득점수,"NUMBER(22,18)",5,18,,
244,FB_EXAMRESULT,평가지결과정보,6,TOTEXAMCNT,총문제수,"NUMBER(22,18)",6,18,,
245,FB_EXAMRESULT,평가지결과정보,7,TOTANSWER,총정답수,"NUMBER(22,18)",7,18,,
246,FB_EXAMRESULT,평가지결과정보,8,STARTTIME,시작시간,VARCHAR2(14),8,18,,
247,FB_EXAMRESULT,평가지결과정보,9,ENDTIME,종료시간,VARCHAR2(14),9,18,,
248,FB_EXAMRESULT,평가지결과정보,10,CNT,사용자응시횟수,"NUMBER(22,18)",10,18,,
249,FB_EXAMRESULT,평가지결과정보,11,USERIP,평가자IP,VARCHAR2(15),11,18,,
250,FB_EXAMRESULT,평가지결과정보,12,TYPE4_MARK_YN,서술형채점상태,CHAR(1),12,18,,
251,FB_EXAMRESULT,평가지결과정보,13,TYPE4_MARK_DATE,서술형채점일,VARCHAR2(14),13,18,,
252,FB_EXAMRESULT,평가지결과정보,14,TYPE4_MARK_USERID,서숳형채점자,VARCHAR2(20),14,18,,
253,FB_EXAMRESULT,평가지결과정보,15,INUSERID,등록자,VARCHAR2(20),15,18,,
